"CLINIC_ID","ACTIVITY_AT","ACTIVITY_TYPE","FEATURE","MODULE","ANALYTICS_DOMAIN","IS_TRANSACTION","IS_BNPL_ACTIVITY","IS_VALID_ACTIVITY","IS_DELETION_ACTIVITY","IS_MANAGEMENT_ACTIVITY","IS_FINANCE_ACTIVITY"
"9837","2023-08-25 10:32:21.469","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9888","2023-08-25 10:56:29.368","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9697","2023-08-25 10:57:37.164","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9697","2023-08-25 10:57:37.591","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9999","2023-08-25 11:00:01.778","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9999","2023-08-25 11:00:02.142","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9697","2023-08-25 11:00:14.840","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9999","2023-08-25 11:00:53.913","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9999","2023-08-25 11:00:57.659","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9999","2023-08-25 11:03:01.730","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9999","2023-08-25 11:03:06.784","budget_created","budget_management","patient","patient",false,false,true,false,true,false
"10000","2023-08-25 11:05:09.289","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"10000","2023-08-25 11:05:09.710","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"10002","2023-08-25 11:13:29.178","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"10002","2023-08-25 11:13:29.791","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9801","2023-08-25 11:20:09.961","new_user_created","user_management","setup","setup",false,false,true,false,true,false
"10002","2023-08-25 11:21:26.928","time_slot_discarded","scheduling","schedule","scheduling",false,false,true,true,true,false
"9980","2023-08-25 11:26:55.112","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9825","2023-08-25 11:31:55.350","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9825","2023-08-25 11:34:24.770","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"10002","2023-08-25 11:35:50.393","folder_created","documents_and_files","patient","patient",false,false,true,false,true,false
"9825","2023-08-25 11:36:23.105","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 11:40:40.503","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9888","2023-08-25 11:46:53.253","request","bnpl","finance","bnpl",false,true,false,false,false,true
"9825","2023-08-25 11:47:38.559","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9940","2023-08-25 11:50:11.634","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9825","2023-08-25 11:58:50.560","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9825","2023-08-25 11:59:46.816","patient_discarded","patient_management","patient","patient",false,false,true,true,true,false
"9825","2023-08-25 12:01:29.515","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 12:05:33.910","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9825","2023-08-25 12:05:41.796","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 12:06:13.034","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9825","2023-08-25 12:06:27.349","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9825","2023-08-25 12:07:08.764","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 12:07:55.638","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 12:08:29.160","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 12:09:28.902","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 12:09:56.255","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 12:11:04.684","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 12:11:24.322","time_slot_discarded","scheduling","schedule","scheduling",false,false,true,true,true,false
"9825","2023-08-25 12:11:53.534","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 12:12:15.035","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 12:14:38.410","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9825","2023-08-25 12:15:29.817","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"10002","2023-08-25 12:22:11.716","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9937","2023-08-25 12:40:35.083","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9937","2023-08-25 12:41:40.996","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9937","2023-08-25 12:44:10.594","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"10002","2023-08-25 12:44:31.705","anamnesis_created","anamnese","patient","patient",false,false,true,false,true,false
"9937","2023-08-25 12:44:48.852","anamnesis_created","anamnese","patient","patient",false,false,true,false,true,false
"9825","2023-08-25 13:01:31.909","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9825","2023-08-25 13:03:22.133","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 13:18:53.223","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 13:21:39.481","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9825","2023-08-25 13:22:40.662","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9892","2023-08-25 13:29:24.901","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 13:30:21.935","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 13:31:25.967","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 13:34:17.435","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 13:35:34.460","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 13:37:18.698","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9825","2023-08-25 13:37:29.255","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9892","2023-08-25 13:37:56.989","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 13:38:47.929","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 13:39:37.311","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 13:40:19.298","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 13:41:38.800","budget_created","budget_management","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 13:43:08.038","revenue_created","revenue_management","finance","finance",false,false,true,false,true,false
"9892","2023-08-25 13:44:10.824","procedure_discarded","medical_record","patient","patient",false,false,true,true,true,false
"9825","2023-08-25 13:47:18.398","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9825","2023-08-25 13:51:47.312","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9758","2023-08-25 14:04:18.617","request","bnpl","finance","bnpl",false,true,false,false,false,true
"9600","2023-08-25 14:06:21.663","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9600","2023-08-25 14:19:12.906","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9825","2023-08-25 14:20:12.693","patient_discarded","patient_management","patient","patient",false,false,true,true,true,false
"9600","2023-08-25 14:20:40.908","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9933","2023-08-25 14:22:53.088","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9861","2023-08-25 14:28:15.080","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9600","2023-08-25 14:28:29.635","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9861","2023-08-25 14:28:42.593","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9600","2023-08-25 14:38:30.529","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9600","2023-08-25 14:39:12.684","budget_created","budget_management","patient","patient",false,false,true,false,true,false
"9600","2023-08-25 14:39:30.169","budget_discarded","budget_management","patient","patient",false,false,true,true,true,false
"9944","2023-08-25 14:43:00.510","new_user_created","user_management","setup","setup",false,false,true,false,true,false
"9892","2023-08-25 14:45:31.911","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9892","2023-08-25 14:46:55.053","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 14:47:01.671","budget_created","budget_management","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 14:47:45.272","revenue_created","revenue_management","finance","finance",false,false,true,false,true,false
"9964","2023-08-25 14:49:39.334","new_user_created","user_management","setup","setup",false,false,true,false,true,false
"9852","2023-08-25 14:50:15.277","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9933","2023-08-25 14:57:24.762","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9892","2023-08-25 14:57:40.738","folder_created","documents_and_files","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 14:57:59.034","document_created","documents_and_files","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 15:00:05.100","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9892","2023-08-25 15:01:37.300","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 15:02:21.468","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 15:03:09.751","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 15:06:46.462","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 15:07:41.607","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 15:08:14.129","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 15:08:22.236","budget_created","budget_management","patient","patient",false,false,true,false,true,false
"9892","2023-08-25 15:10:04.632","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9837","2023-08-25 15:10:25.329","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9892","2023-08-25 15:10:27.305","budget_created","budget_management","patient","patient",false,false,true,false,true,false
"9837","2023-08-25 15:10:33.649","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"10017","2023-08-25 15:11:37.980","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"10017","2023-08-25 15:11:38.552","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9892","2023-08-25 15:12:05.910","budget_discarded","budget_management","patient","patient",false,false,true,true,true,false
"9892","2023-08-25 15:12:43.249","budget_created","budget_management","patient","patient",false,false,true,false,true,false
"10017","2023-08-25 15:19:24.487","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"10017","2023-08-25 15:19:50.576","anamnesis_created","anamnese","patient","patient",false,false,true,false,true,false
"10017","2023-08-25 15:20:09.658","budget_created","budget_management","patient","patient",false,false,true,false,true,false
"9759","2023-08-25 15:23:52.409","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9837","2023-08-25 15:27:50.815","patient_discarded","patient_management","patient","patient",false,false,true,true,true,false
"10018","2023-08-25 15:35:36.449","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"10018","2023-08-25 15:35:36.849","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 15:43:36.591","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9825","2023-08-25 15:44:29.161","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 15:52:27.862","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9937","2023-08-25 15:59:17.384","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9937","2023-08-25 15:59:58.262","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 16:05:17.083","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9975","2023-08-25 16:06:38.270","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9975","2023-08-25 16:07:09.563","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9838","2023-08-25 16:08:41.058","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9838","2023-08-25 16:08:53.788","time_slot_discarded","scheduling","schedule","scheduling",false,false,true,true,true,false
"9838","2023-08-25 16:08:58.247","time_slot_discarded","scheduling","schedule","scheduling",false,false,true,true,true,false
"9838","2023-08-25 16:09:24.491","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9838","2023-08-25 16:12:37.336","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9838","2023-08-25 16:13:26.677","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9838","2023-08-25 16:14:21.976","time_slot_discarded","scheduling","schedule","scheduling",false,false,true,true,true,false
"9838","2023-08-25 16:14:24.421","time_slot_discarded","scheduling","schedule","scheduling",false,false,true,true,true,false
"9838","2023-08-25 16:14:27.076","time_slot_discarded","scheduling","schedule","scheduling",false,false,true,true,true,false
"9838","2023-08-25 16:14:39.814","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9838","2023-08-25 16:20:10.602","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9838","2023-08-25 16:21:35.033","budget_created","budget_management","patient","patient",false,false,true,false,true,false
"9825","2023-08-25 16:22:22.198","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9838","2023-08-25 16:23:14.517","revenue_created","revenue_management","finance","finance",false,false,true,false,true,false
"9838","2023-08-25 16:24:27.403","basic_credit_check","credit_check","finance","finance",true,false,true,false,false,true
"9825","2023-08-25 16:25:59.328","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9825","2023-08-25 16:27:23.329","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 16:30:34.342","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9825","2023-08-25 16:30:41.873","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 16:51:13.579","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9825","2023-08-25 16:52:24.065","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9948","2023-08-25 17:07:50.377","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9825","2023-08-25 17:22:31.790","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9948","2023-08-25 17:27:01.605","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9948","2023-08-25 17:29:20.277","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9948","2023-08-25 17:34:57.146","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9948","2023-08-25 17:39:44.521","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9948","2023-08-25 17:42:12.678","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9948","2023-08-25 17:46:50.311","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9948","2023-08-25 17:49:26.465","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9855","2023-08-25 17:52:19.809","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9948","2023-08-25 17:56:33.103","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9937","2023-08-25 17:58:59.609","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9948","2023-08-25 18:00:03.437","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9825","2023-08-25 18:00:07.685","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9937","2023-08-25 18:03:24.703","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9948","2023-08-25 18:03:36.234","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9948","2023-08-25 18:05:18.665","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9948","2023-08-25 18:06:07.423","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9937","2023-08-25 18:07:26.921","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9937","2023-08-25 18:07:31.635","budget_created","budget_management","patient","patient",false,false,true,false,true,false
"9948","2023-08-25 18:12:58.012","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9948","2023-08-25 18:16:55.166","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9948","2023-08-25 18:18:32.946","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9825","2023-08-25 18:18:58.525","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9825","2023-08-25 18:19:19.383","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 18:20:36.000","patient_discarded","patient_management","patient","patient",false,false,true,true,true,false
"9825","2023-08-25 18:20:47.255","patient_discarded","patient_management","patient","patient",false,false,true,true,true,false
"9825","2023-08-25 18:21:50.262","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 18:39:27.971","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9825","2023-08-25 18:41:48.605","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9825","2023-08-25 18:41:55.542","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"10021","2023-08-25 19:00:31.655","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"10021","2023-08-25 19:00:32.518","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"10022","2023-08-25 19:21:54.200","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"10022","2023-08-25 19:21:54.860","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9952","2023-08-26 09:04:50.051","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"10028","2023-08-26 09:06:36.638","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"10028","2023-08-26 09:06:37.048","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9952","2023-08-26 09:07:29.453","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9952","2023-08-26 09:10:05.305","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9952","2023-08-26 09:11:38.434","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9952","2023-08-26 09:15:52.752","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9952","2023-08-26 09:16:19.179","budget_created","budget_management","patient","patient",false,false,true,false,true,false
"9912","2023-08-26 09:21:40.795","pre_analysis","bnpl","finance","bnpl",false,true,false,false,false,true
"9952","2023-08-26 09:21:50.429","procedure_discarded","medical_record","patient","patient",false,false,true,true,true,false
"9952","2023-08-26 09:21:52.990","procedure_discarded","medical_record","patient","patient",false,false,true,true,true,false
"9952","2023-08-26 09:22:35.419","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9952","2023-08-26 09:23:04.557","budget_created","budget_management","patient","patient",false,false,true,false,true,false
"9952","2023-08-26 09:23:21.311","budget_discarded","budget_management","patient","patient",false,false,true,true,true,false
"9952","2023-08-26 09:24:27.622","revenue_created","revenue_management","finance","finance",false,false,true,false,true,false
"9952","2023-08-26 09:26:18.596","time_slot_created","scheduling","schedule","scheduling",false,false,true,false,true,false
"9952","2023-08-26 09:37:51.197","patient_discarded","patient_management","patient","patient",false,false,true,true,true,false
"9952","2023-08-26 09:40:25.084","patient_created","patient_management","patient","patient",false,false,false,false,true,false
"9952","2023-08-26 09:41:38.229","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9952","2023-08-26 09:41:54.979","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9952","2023-08-26 09:42:16.950","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9952","2023-08-26 09:42:41.852","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9952","2023-08-26 09:43:16.245","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9952","2023-08-26 09:44:35.749","observation_added","patient_management","patient","patient",false,false,true,false,true,false
"9952","2023-08-26 09:47:11.076","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9952","2023-08-26 09:49:44.611","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
"9952","2023-08-26 09:50:46.567","procedure_created","medical_record","patient","patient",false,false,true,false,true,false
